country,year,co2_emissions
Chad,2002,168.682
Togo,2002,1232.112
Thailand,2002,230635.965
Tajikistan,2002,1881.171
Turkmenistan,2002,41074.067
Timor-Leste,2002,161.348
Tonga,2002,143.013
Trinidad and Tobago,2002,26890.111
Tunisia,2002,21015.577
Turkey,2002,205678.363
Tuvalu,2002,
Tanzania,2002,3589.993
Uganda,2002,1705.155
Ukraine,2002,318684.302
Upper middle income,2002,8470540.98839869
Uruguay,2002,4620.42
United States,2002,5437816.302
Uzbekistan,2002,126914.87
St. Vincent and the Grenadines,2002,187.017
"Venezuela, RB",2002,193261.901
Virgin Islands (U.S.),2002,
Vietnam,2002,71348.819
Vanuatu,2002,84.341
West Bank and Gaza,2002,1166.106
World,2002,25483120.0
Samoa,2002,143.013
"Yemen, Rep.",2002,15764.433
South Africa,2002,347686.605
"Congo, Dem. Rep.",2002,1543.807
Zambia,2002,1969.179
Zimbabwe,2002,11932.418
Aruba,2003,2255.205
Andorra,2003,535.382
Afghanistan,2003,583.053
Angola,2003,9064.824
Albania,2003,4290.39
United Arab Emirates,2003,106365.002
Argentina,2003,142349.273
Armenia,2003,3428.645
American Samoa,2003,
Antigua and Barbuda,2003,388.702
Australia,2003,346476.495
Austria,2003,72316.907
Azerbaijan,2003,31162.166
Burundi,2003,165.015
Belgium,2003,114835.772
Benin,2003,2321.211
Burkina Faso,2003,1078.098
Bangladesh,2003,33824.408
Bulgaria,2003,47307.967
Bahrain,2003,16468.497
"Bahamas, The",2003,1870.17
Bosnia and Herzegovina,2003,23263.448
Belarus,2003,53721.55
Belize,2003,374.034
Bermuda,2003,509.713
Bolivia,2003,11521.714
Brazil,2003,324753.187
Barbados,2003,1268.782
Brunei Darussalam,2003,5357.487
Bhutan,2003,465.709
Botswana,2003,4264.721
Central African Republic,2003,234.688
Canada,2003,553478.645
Switzerland,2003,40241.658
Channel Islands,2003,
Chile,2003,56409.461
China,2003,4525177.009
Cote d'Ivoire,2003,5460.163
Cameroon,2003,3795.345
"Congo, Rep.",2003,1085.432
Cook Islands,2003,33.003
Colombia,2003,57421.553
Comoros,2003,99.009
Cape Verde,2003,253.023
Costa Rica,2003,6626.269
Cuba,2003,25485.65
Curacao,2003,
Cayman Islands,2003,480.377
Cyprus,2003,7748.371
Czech Republic,2003,122378.791
Germany,2003,835657.962
Djibouti,2003,407.037
Dominica,2003,113.677
Denmark,2003,55947.419
Dominican Republic,2003,21521.623
Algeria,2003,92533.078
East Asia & Pacific,2003,5508464.62684371
Europe & Central Asia,2003,2813025.13642366
Ecuador,2003,26523.411
"Egypt, Arab Rep.",2003,158880.109
Euro area,2003,2735824.022
Eritrea,2003,726.066
Spain,2003,321097.188
Estonia,2003,17553.929
Ethiopia,2003,4946.783
Finland,2003,68888.262
Fiji,2003,1657.484
France,2003,387147.192
Faeroe Islands,2003,674.728
"Micronesia, Fed. Sts.",2003,55.005
Gabon,2003,1334.788
United Kingdom,2003,540636.811
Georgia,2003,3773.343
Ghana,2003,7601.691
Gibraltar,2003,355.699
Guinea,2003,1342.122
"Gambia, The",2003,315.362
Guinea-Bissau,2003,249.356
Equatorial Guinea,2003,6017.547
Greece,2003,95738.036
Grenada,2003,227.354
Greenland,2003,535.382
Guatemala,2003,10670.97
Guam,2003,
Guyana,2003,1521.805
High income,2003,13132316.1910647
"Hong Kong SAR, China",2003,40065.642
Honduras,2003,6769.282
Croatia,2003,23542.14
Haiti,2003,1734.491
Hungary,2003,59009.364
Indonesia,2003,311885.684
Isle of Man,2003,
India,2003,1281913.527
Ireland,2003,42694.881
"Iran, Islamic Rep.",2003,412317.48
Iraq,2003,91117.616
Iceland,2003,2167.197
Israel,2003,65122.253
Italy,2003,468349.24
Jamaica,2003,10722.308
Jordan,2003,17469.588
Japan,2003,1237242.133
Kazakhstan,2003,153815.982
Kenya,2003,6754.614
Kyrgyz Republic,2003,5276.813
Cambodia,2003,3127.951
Kiribati,2003,25.669
St. Kitts and Nevis,2003,220.02
"Korea, Rep.",2003,465771.339
Kosovo,2003,
Kuwait,2003,61653.271
Latin America & Caribbean,2003,1354190.097
Lao PDR,2003,1356.79
Lebanon,2003,18221.323
Liberia,2003,531.715
Libya,2003,49167.136
St. Lucia,2003,359.366
Low income,2003,184387.761
Liechtenstein,2003,
Sri Lanka,2003,10659.969
Lower middle income,2003,2989881.85806412
Low & middle income,2003,12681177.0113313
Lesotho,2003,
Lithuania,2003,12915.174
Luxembourg,2003,9919.235
Latvia,2003,7088.311
"Macao SAR, China",2003,1536.473
St. Martin (French part),2003,
Morocco,2003,37561.081
Monaco,2003,
Moldova,2003,4290.39
Madagascar,2003,1756.493
Maldives,2003,597.721
Mexico,2003,402068.215
Marshall Islands,2003,84.341
Middle income,2003,12497176.9452872
"Macedonia, FYR",2003,11309.028
Mali,2003,539.049
Malta,2003,2581.568
Myanmar,2003,9611.207
Middle East & North Africa,2003,987746.787
Montenegro,2003,
Mongolia,2003,8034.397
Northern Mariana Islands,2003,
Mozambique,2003,1917.841
Mauritania,2003,1452.132
Mauritius,2003,3146.286
Malawi,2003,957.087
Malaysia,2003,160266.235
Mayotte,2003,
Namibia,2003,2361.548
New Caledonia,2003,2750.25
Niger,2003,880.08
Nigeria,2003,93138.133
Nicaragua,2003,4114.374
Niue,2003,3.667
Netherlands,2003,175040.578
Norway,2003,42625.208
Nepal,2003,2951.935
Nauru,2003,143.013
New Zealand,2003,33714.398
Oman,2003,32691.305
Pakistan,2003,118895.141
Panama,2003,6153.226
Peru,2003,26380.398
Philippines,2003,76244.264
Palau,2003,190.684
Papua New Guinea,2003,3967.694
Poland,2003,304856.045
Puerto Rico,2003,
"Korea, Dem. Rep.",2003,78209.776
Portugal,2003,61275.57
Paraguay,2003,4070.37
French Polynesia,2003,821.408
Qatar,2003,35947.601
Romania,2003,95939.721
Russian Federation,2003,1584998.411
Rwanda,2003,682.062
South Asia,2003,1449891.463
Saudi Arabia,2003,323671.422
Sudan,2003,9072.158
Senegal,2003,5012.789
Singapore,2003,34653.15
Small island developing states,2003,193557.043548293
Solomon Islands,2003,179.683
Sierra Leone,2003,1224.778
El Salvador,2003,6552.929
San Marino,2003,
Somalia,2003,575.719
Serbia,2003,
Sub-Saharan Africa,2003,582613.060511164
Sao Tome and Principe,2003,110.01
Suriname,2003,2240.537
Slovak Republic,2003,39493.59
Slovenia,2003,15485.741
Sweden,2003,54781.313
Swaziland,2003,1041.428
Sint Maarten (Dutch part),2003,
Seychelles,2003,557.384
Syrian Arab Republic,2003,70091.038
Turks and Caicos Islands,2003,102.676
Chad,2003,381.368
Togo,2003,1463.133
Thailand,2003,245674.332
Tajikistan,2003,2075.522
Turkmenistan,2003,43160.59
Timor-Leste,2003,161.348
Tonga,2003,176.016
Trinidad and Tobago,2003,27696.851
Tunisia,2003,21396.945
Turkey,2003,218509.196
Tuvalu,2003,
Tanzania,2003,3806.346
Uganda,2003,1719.823
Ukraine,2003,352259.354
Upper middle income,2003,9507163.00147117
Uruguay,2003,4598.418
United States,2003,5471754.387
Uzbekistan,2003,122683.152
St. Vincent and the Grenadines,2003,194.351
"Venezuela, RB",2003,192103.129
Virgin Islands (U.S.),2003,
Vietnam,2003,79438.221
Vanuatu,2003,88.008
West Bank and Gaza,2003,1279.783
World,2003,26706896.0
Samoa,2003,150.347
"Yemen, Rep.",2003,17304.573
South Africa,2003,380810.616
"Congo, Dem. Rep.",2003,1697.821
Zambia,2003,2101.191
Zimbabwe,2003,10626.966
Aruba,2004,2258.872
Andorra,2004,564.718
Afghanistan,2004,704.064
Angola,2004,18793.375
Albania,2004,4004.364
United Arab Emirates,2004,112877.594
Argentina,2004,155000.423
Armenia,2004,3644.998
American Samoa,2004,
Antigua and Barbuda,2004,407.037
Australia,2004,349223.078
Austria,2004,72118.889
Azerbaijan,2004,32262.266
Burundi,2004,161.348
Belgium,2004,111282.449
Benin,2004,2398.218
Burkina Faso,2004,1103.767
Bangladesh,2004,39735.612
Bulgaria,2004,46787.253
Bahrain,2004,17275.237
"Bahamas, The",2004,2009.516
Bosnia and Herzegovina,2004,24634.906
Belarus,2004,58220.959
Belize,2004,381.368
Bermuda,2004,671.061
Bolivia,2004,10626.966
Brazil,2004,341166.679
Barbados,2004,1294.451
Brunei Darussalam,2004,5361.154
Bhutan,2004,469.376
Botswana,2004,4378.398
Central African Republic,2004,234.688
Canada,2004,555865.862
Switzerland,2004,40443.343
Channel Islands,2004,
Chile,2004,62434.342
China,2004,5288166.032
Cote d'Ivoire,2004,7664.03
Cameroon,2004,3956.693
"Congo, Rep.",2004,1903.173
Cook Islands,2004,55.005
Colombia,2004,53772.888
Comoros,2004,102.676
Cape Verde,2004,264.024
Costa Rica,2004,6930.63
Cuba,2004,23985.847
Curacao,2004,
Cayman Islands,2004,495.045
Cyprus,2004,7334.0
Czech Republic,2004,122708.821
Germany,2004,828521.98
Djibouti,2004,458.375
Dominica,2004,110.01
Denmark,2004,50476.255
Dominican Republic,2004,19999.818
Algeria,2004,89493.135
East Asia & Pacific,2004,6353836.84491947
Europe & Central Asia,2004,2847614.0494991
Ecuador,2004,28657.605
"Egypt, Arab Rep.",2004,160581.597
Euro area,2004,2752241.181
Eritrea,2004,770.07
Spain,2004,339428.521
Estonia,2004,17839.955
Ethiopia,2004,5196.139
Finland,2004,66970.421
Fiji,2004,1888.505
France,2004,389706.758
Faeroe Islands,2004,674.728
"Micronesia, Fed. Sts.",2004,55.005
Gabon,2004,1481.468
United Kingdom,2004,545719.273
Georgia,2004,3927.357
Ghana,2004,7278.995
Gibraltar,2004,366.7
Guinea,2004,1342.122
"Gambia, The",2004,322.696
Guinea-Bissau,2004,256.69
Equatorial Guinea,2004,4679.092
Greece,2004,97149.831
Grenada,2004,216.353
Greenland,2004,498.712
Guatemala,2004,11206.352
Guam,2004,
Guyana,2004,1463.133
High income,2004,13347825.396706
"Hong Kong SAR, China",2004,38415.492
Honduras,2004,7367.003
Croatia,2004,23047.095
Haiti,2004,1987.514
Hungary,2004,57311.543
Indonesia,2004,333733.67
Isle of Man,2004,
India,2004,1346595.74
Ireland,2004,43211.928
"Iran, Islamic Rep.",2004,442471.221
Iraq,2004,98979.664
Iceland,2004,2233.203
Israel,2004,63200.745
Italy,2004,470490.768
Jamaica,2004,10714.974
Jordan,2004,19240.749
Japan,2004,1259658.504
Kazakhstan,2004,172158.316
Kenya,2004,7623.693
Kyrgyz Republic,2004,5606.843
Cambodia,2004,3498.318
Kiribati,2004,25.669
St. Kitts and Nevis,2004,227.354
"Korea, Rep.",2004,482276.506
Kosovo,2004,
Kuwait,2004,69529.987
Latin America & Caribbean,2004,1371285.651
Lao PDR,2004,1397.127
Lebanon,2004,16835.197
Liberia,2004,627.057
Libya,2004,50318.574
St. Lucia,2004,355.699
Low income,2004,196848.227
Liechtenstein,2004,
Sri Lanka,2004,11965.421
Lower middle income,2004,3131920.65780197
Low & middle income,2004,13760280.0243234
Lesotho,2004,
Lithuania,2004,13325.878
Luxembourg,2004,11067.006
Latvia,2004,7132.315
"Macao SAR, China",2004,1727.157
St. Martin (French part),2004,
Morocco,2004,40590.023
Monaco,2004,
Moldova,2004,4554.414
Madagascar,2004,1936.176
Maldives,2004,751.735
Mexico,2004,405709.546
Marshall Islands,2004,88.008
Middle income,2004,13563858.7106958
"Macedonia, FYR",2004,11191.684
Mali,2004,564.718
Malta,2004,2574.234
Myanmar,2004,11470.376
Middle East & North Africa,2004,1029682.599
Montenegro,2004,
Mongolia,2004,8551.444
Northern Mariana Islands,2004,
Mozambique,2004,1921.508
Mauritania,2004,1613.48
Mauritius,2004,3193.957
Malawi,2004,975.422
Malaysia,2004,168040.275
Mayotte,2004,
Namibia,2004,2497.227
New Caledonia,2004,2552.232
Niger,2004,880.08
Nigeria,2004,97047.155
Nicaragua,2004,4136.376
Niue,2004,3.667
Netherlands,2004,176903.414
Norway,2004,42665.545
Nepal,2004,2768.585
Nauru,2004,143.013
New Zealand,2004,33545.716
Oman,2004,31561.869
Pakistan,2004,131619.631
Panama,2004,5797.527
Peru,2004,31895.566
Philippines,2004,78998.181
Palau,2004,190.684
Papua New Guinea,2004,4481.074
Poland,2004,305138.404
Puerto Rico,2004,
"Korea, Dem. Rep.",2004,79925.932
Portugal,2004,63175.076
Paraguay,2004,4088.705
French Polynesia,2004,788.405
Qatar,2004,44777.737
Romania,2004,95378.67
Russian Federation,2004,1602963.044
Rwanda,2004,689.396
South Asia,2004,1534610.164
Saudi Arabia,2004,346018.12
Sudan,2004,10377.61
Senegal,2004,5280.48
Singapore,2004,40769.706
Small island developing states,2004,204421.302264953
Solomon Islands,2004,179.683
Sierra Leone,2004,1067.097
El Salvador,2004,6277.904
San Marino,2004,
Somalia,2004,575.719
Serbia,2004,
Sub-Saharan Africa,2004,637167.154478331
Sao Tome and Principe,2004,113.677
Suriname,2004,2284.541
Slovak Republic,2004,38749.189
Slovenia,2004,15716.762
Sweden,2004,54506.288
Swaziland,2004,1030.427
Sint Maarten (Dutch part),2004,
Seychelles,2004,773.737
Syrian Arab Republic,2004,67520.471
Turks and Caicos Islands,2004,102.676
Chad,2004,377.701
Togo,2004,1397.127
Thailand,2004,267760.673
Tajikistan,2004,2233.203
Turkmenistan,2004,39640.27
Timor-Leste,2004,176.016
Tonga,2004,172.349
Trinidad and Tobago,2004,31554.535
Tunisia,2004,22445.707
Turkey,2004,225406.823
Tuvalu,2004,
Tanzania,2004,4352.729
Uganda,2004,1833.5
Ukraine,2004,343121.19
Upper middle income,2004,10431909.3624451
Uruguay,2004,5610.51
United States,2004,5563799.754
Uzbekistan,2004,119272.842
St. Vincent and the Grenadines,2004,194.351
"Venezuela, RB",2004,168278.63
Virgin Islands (U.S.),2004,
Vietnam,2004,101678.576
Vanuatu,2004,88.008
West Bank and Gaza,2004,1866.503
World,2004,28106544.0
Samoa,2004,154.014
"Yemen, Rep.",2004,18881.383
South Africa,2004,414165.648
"Congo, Dem. Rep.",2004,2280.874
Zambia,2004,2108.525
Zimbabwe,2004,9926.569
Aruba,2005,2273.54
Andorra,2005,575.719
Afghanistan,2005,700.397
Angola,2005,19156.408
Albania,2005,4602.085
United Arab Emirates,2005,115627.844
Argentina,2005,158924.113
Armenia,2005,4349.062
American Samoa,2005,
Antigua and Barbuda,2005,410.704
Australia,2005,367393.063
Austria,2005,74385.095
Azerbaijan,2005,34491.802
Burundi,2005,165.015
Belgium,2005,107116.737
Benin,2005,2566.9
Burkina Faso,2005,1125.769
Bangladesh,2005,37652.756
Bulgaria,2005,47909.355
Bahrain,2005,18595.357
"Bahamas, The",2005,2108.525
Bosnia and Herzegovina,2005,25632.33
Belarus,2005,59042.367
Belize,2005,396.036
Bermuda,2005,443.707
Bolivia,2005,10293.269
Brazil,2005,349967.479
Barbados,2005,1353.123
Brunei Darussalam,2005,5126.466
Bhutan,2005,682.062
Botswana,2005,4525.078
Central African Republic,2005,234.688
Canada,2005,562796.492
Switzerland,2005,41374.761
Channel Islands,2005,
Chile,2005,63805.8
China,2005,5790016.984
Cote d'Ivoire,2005,7825.378
Cameroon,2005,3696.336
"Congo, Rep.",2005,1606.146
Cook Islands,2005,62.339
Colombia,2005,59178.046
Comoros,2005,110.01
Cape Verde,2005,293.36
Costa Rica,2005,6941.631
Cuba,2005,24634.906
Curacao,2005,
Cayman Islands,2005,517.047
Cyprus,2005,7502.682
Czech Republic,2005,120735.975
Germany,2005,809596.593
Djibouti,2005,473.043
Dominica,2005,113.677
Denmark,2005,46867.927
Dominican Republic,2005,19761.463
Algeria,2005,107127.738
East Asia & Pacific,2005,6892794.56142216
Europe & Central Asia,2005,2873631.7661219
Ecuador,2005,29299.33
"Egypt, Arab Rep.",2005,174640.875
Euro area,2005,2735853.358
Eritrea,2005,766.403
Spain,2005,353462.13
Estonia,2005,17462.254
Ethiopia,2005,5489.499
Finland,2005,54605.297
Fiji,2005,1635.482
France,2005,391826.284
Faeroe Islands,2005,682.062
"Micronesia, Fed. Sts.",2005,55.005
Gabon,2005,1785.829
United Kingdom,2005,542473.978
Georgia,2005,4734.097
Ghana,2005,7007.637
Gibraltar,2005,377.701
Guinea,2005,1360.457
"Gambia, The",2005,322.696
Guinea-Bissau,2005,264.024
Equatorial Guinea,2005,4712.095
Greece,2005,98675.303
Grenada,2005,234.688
Greenland,2005,630.724
Guatemala,2005,12156.105
Guam,2005,
Guyana,2005,1514.471
High income,2005,13387488.8787345
"Hong Kong SAR, China",2005,40549.686
Honduras,2005,7620.026
Croatia,2005,23105.767
Haiti,2005,2075.522
Hungary,2005,57879.928
Indonesia,2005,336311.571
Isle of Man,2005,
India,2005,1411127.606
Ireland,2005,43211.928
"Iran, Islamic Rep.",2005,458866.378
Iraq,2005,97527.532
Iceland,2005,2203.867
Israel,2005,59211.049
Italy,2005,471400.184
Jamaica,2005,10128.254
Jordan,2005,21026.578
Japan,2005,1238188.219
Kazakhstan,2005,177233.444
Kenya,2005,8562.445
Kyrgyz Republic,2005,5185.138
Cambodia,2005,3722.005
Kiribati,2005,25.669
St. Kitts and Nevis,2005,234.688
"Korea, Rep.",2005,462918.413
Kosovo,2005,
Kuwait,2005,77216.019
Latin America & Caribbean,2005,1416279.741
Lao PDR,2005,1426.463
Lebanon,2005,17539.261
Liberia,2005,740.734
Libya,2005,52093.402
St. Lucia,2005,366.7
Low income,2005,205263.992
Liechtenstein,2005,
Sri Lanka,2005,11642.725
Lower middle income,2005,3222338.68826833
Low & middle income,2005,14498599.9361763
Lesotho,2005,
Lithuania,2005,14000.606
Luxembourg,2005,11327.363
Latvia,2005,7176.319
"Macao SAR, China",2005,1837.167
St. Martin (French part),2005,
Morocco,2005,42823.226
Monaco,2005,
Moldova,2005,4895.445
Madagascar,2005,1705.155
Maldives,2005,678.395
Mexico,2005,432665.663
Marshall Islands,2005,84.341
Middle income,2005,14293789.90213
"Macedonia, FYR",2005,11246.689
Mali,2005,568.385
Malta,2005,2698.912
Myanmar,2005,14543.322
Middle East & North Africa,2005,1082102.364
Montenegro,2005,2057.187
Mongolia,2005,8808.134
Northern Mariana Islands,2005,
Mozambique,2005,1822.499
Mauritania,2005,1657.484
Mauritius,2005,3410.31
Malawi,2005,916.75
Malaysia,2005,183445.342
Mayotte,2005,
Namibia,2005,2658.575
New Caledonia,2005,2801.588
Niger,2005,825.075
Nigeria,2005,104043.791
Nicaragua,2005,3975.028
Niue,2005,3.667
Netherlands,2005,172227.989
Norway,2005,42364.851
Nepal,2005,3234.294
Nauru,2005,143.013
New Zealand,2005,33369.7
Oman,2005,34653.15
Pakistan,2005,136636.087
Panama,2005,6032.215
Peru,2005,37418.068
Philippines,2005,81066.369
Palau,2005,194.351
Papua New Guinea,2005,4613.086
Poland,2005,303766.946
Puerto Rico,2005,
"Korea, Dem. Rep.",2005,83475.588
Portugal,2005,65309.27
Paraguay,2005,3832.015
French Polynesia,2005,854.411
Qatar,2005,51895.384
Romania,2005,94960.632
Russian Federation,2005,1615683.867
Rwanda,2005,689.396
South Asia,2005,1602354.322
Saudi Arabia,2005,367033.697
Sudan,2005,11994.757
Senegal,2005,5859.866
Singapore,2005,50281.904
Small island developing states,2005,216303.797273547
Solomon Islands,2005,179.683
Sierra Leone,2005,1261.448
El Salvador,2005,6362.245
San Marino,2005,
Somalia,2005,579.386
Serbia,2005,46567.233
Sub-Saharan Africa,2005,644584.532305892
Sao Tome and Principe,2005,128.345
Suriname,2005,2379.883
Slovak Republic,2005,39174.561
Slovenia,2005,15870.776
Sweden,2005,51550.686
Swaziland,2005,1019.426
Sint Maarten (Dutch part),2005,
Seychelles,2005,696.73
Syrian Arab Republic,2005,64396.187
Turks and Caicos Islands,2005,121.011
Chad,2005,399.703
Togo,2005,1338.455
Thailand,2005,275164.346
Tajikistan,2005,2291.875
Turkmenistan,2005,41759.796
Timor-Leste,2005,176.016
Tonga,2005,172.349
Trinidad and Tobago,2005,30949.48
Tunisia,2005,22801.406
Turkey,2005,237368.577
Tuvalu,2005,
Tanzania,2005,5086.129
Uganda,2005,2339.546
Ukraine,2005,339028.818
Upper middle income,2005,11071500.1466168
Uruguay,2005,5775.525
United States,2005,5595357.956
Uzbekistan,2005,109599.296
St. Vincent and the Grenadines,2005,198.018
"Venezuela, RB",2005,159584.173
Virgin Islands (U.S.),2005,
Vietnam,2005,104084.128
Vanuatu,2005,55.005
West Bank and Gaza,2005,2742.916
World,2005,29205744.0
Samoa,2005,157.681
"Yemen, Rep.",2005,20043.822
South Africa,2005,408199.439
"Congo, Dem. Rep.",2005,2368.882
Zambia,2005,2258.872
Zimbabwe,2005,10773.646
Aruba,2006,2273.54
Andorra,2006,546.383
Afghanistan,2006,696.73
Angola,2006,22266.024
Albania,2006,4231.718
United Arab Emirates,2006,122752.825
Argentina,2006,175528.289
Armenia,2006,4378.398
American Samoa,2006,
Antigua and Barbuda,2006,425.372
Australia,2006,377381.971
Austria,2006,72126.223
Azerbaijan,2006,39317.574
Burundi,2006,198.018
Belgium,2006,106816.043
Benin,2006,3729.339
Burkina Faso,2006,1360.457
Bangladesh,2006,46644.24
Bulgaria,2006,48943.449
Bahrain,2006,20186.835
"Bahamas, The",2006,2137.861
Bosnia and Herzegovina,2006,27469.497
Belarus,2006,61807.285
Belize,2006,407.037
Bermuda,2006,520.714
Bolivia,2006,10465.618
Brazil,2006,352541.713
Barbados,2006,1371.458
Brunei Darussalam,2006,4822.105
Bhutan,2006,421.705
Botswana,2006,4459.072
Central African Republic,2006,249.356
Canada,2006,548704.211
Switzerland,2006,41877.14
Channel Islands,2006,
Chile,2006,65697.972
China,2006,6414463.08
Cote d'Ivoire,2006,7139.649
Cameroon,2006,4264.721
"Congo, Rep.",2006,1463.133
Cook Islands,2006,66.006
Colombia,2006,61561.596
Comoros,2006,121.011
Cape Verde,2006,308.028
Costa Rica,2006,7436.676
Cuba,2006,27168.803
Curacao,2006,
Cayman Islands,2006,535.382
Cyprus,2006,7788.708
Czech Republic,2006,122785.828
Germany,2006,811881.134
Djibouti,2006,487.711
Dominica,2006,110.01
Denmark,2006,54418.28
Dominican Republic,2006,20813.892
Algeria,2006,107303.754
East Asia & Pacific,2006,7491421.6400291
Europe & Central Asia,2006,2983959.15580769
Ecuador,2006,29842.046
"Egypt, Arab Rep.",2006,187504.711
Euro area,2006,2717613.7
Eritrea,2006,561.051
Spain,2006,350037.152
Estonia,2006,16945.207
Ethiopia,2006,5995.545
Finland,2006,66075.673
Fiji,2006,1565.809
France,2006,382281.083
Faeroe Islands,2006,689.396
"Micronesia, Fed. Sts.",2006,55.005
Gabon,2006,1782.162
United Kingdom,2006,543273.384
Georgia,2006,5496.833
Ghana,2006,9350.85
Gibraltar,2006,392.369
Guinea,2006,1360.457
"Gambia, The",2006,337.364
Guinea-Bissau,2006,275.025
Equatorial Guinea,2006,4752.432
Greece,2006,97285.51
Grenada,2006,245.689
Greenland,2006,579.386
Guatemala,2006,12288.117
Guam,2006,
Guyana,2006,1525.472
High income,2006,13353377.1819163
"Hong Kong SAR, China",2006,38554.838
Honduras,2006,7308.331
Croatia,2006,23175.44
Haiti,2006,2119.526
Hungary,2006,57227.202
Indonesia,2006,338134.07
Isle of Man,2006,
India,2006,1504364.748
Ireland,2006,43112.919
"Iran, Islamic Rep.",2006,492349.755
Iraq,2006,100853.501
Iceland,2006,2233.203
Israel,2006,65778.646
Italy,2006,468268.566
Jamaica,2006,12086.432
Jordan,2006,20733.218
Japan,2006,1231770.969
Kazakhstan,2006,192121.464
Kenya,2006,9574.537
Kyrgyz Republic,2006,5170.47
Cambodia,2006,4074.037
Kiribati,2006,29.336
St. Kitts and Nevis,2006,234.688
"Korea, Rep.",2006,470820.798
Kosovo,2006,
Kuwait,2006,71950.207
Latin America & Caribbean,2006,1449594.436
Lao PDR,2006,1518.138
Lebanon,2006,15027.366
Liberia,2006,759.069
Libya,2006,53780.222
St. Lucia,2006,366.7
Low income,2006,218076.49
Liechtenstein,2006,
Sri Lanka,2006,11741.734
Lower middle income,2006,3304999.46921683
Low & middle income,2006,15399030.5013459
Lesotho,2006,
Lithuania,2006,14293.966
Luxembourg,2006,11312.695
Latvia,2006,7590.69
"Macao SAR, China",2006,1631.815
St. Martin (French part),2006,
Morocco,2006,43992.999
Monaco,2006,
Moldova,2006,4994.454
Madagascar,2006,1697.821
Maldives,2006,869.079
Mexico,2006,441653.48
Marshall Islands,2006,91.675
Middle income,2006,15181436.2575759
"Macedonia, FYR",2006,10909.325
Mali,2006,568.385
Malta,2006,2574.234
Myanmar,2006,13028.851
Middle East & North Africa,2006,1136439.97
Montenegro,2006,2471.558
Mongolia,2006,9442.525
Northern Mariana Islands,2006,
Mozambique,2006,1980.18
Mauritania,2006,1672.152
Mauritius,2006,3777.01
Malawi,2006,953.42
Malaysia,2006,179418.976
Mayotte,2006,
Namibia,2006,2852.926
New Caledonia,2006,2779.586
Niger,2006,817.741
Nigeria,2006,92225.05
Nicaragua,2006,4239.052
Niue,2006,3.667
Netherlands,2006,166841.166
Norway,2006,44257.023
Nepal,2006,3325.969
Nauru,2006,143.013
New Zealand,2006,33553.05
Oman,2006,38917.871
Pakistan,2006,145854.925
Panama,2006,6824.287
Peru,2006,35346.213
Philippines,2006,67630.481
Palau,2006,205.352
Papua New Guinea,2006,4594.751
Poland,2006,319410.368
Puerto Rico,2006,
"Korea, Dem. Rep.",2006,85034.063
Portugal,2006,59108.373
Paraguay,2006,3986.029
French Polynesia,2006,821.408
Qatar,2006,57223.535
Romania,2006,102001.272
Russian Federation,2006,1669603.435
Rwanda,2006,689.396
South Asia,2006,1713919.13
Saudi Arabia,2006,383399.518
Sudan,2006,11683.062
Senegal,2006,4789.102
Singapore,2006,47865.351
Small island developing states,2006,225348.131396025
Solomon Islands,2006,179.683
Sierra Leone,2006,1239.446
El Salvador,2006,6486.923
San Marino,2006,
Somalia,2006,575.719
Serbia,2006,48958.117
Sub-Saharan Africa,2006,637809.575454934
Sao Tome and Principe,2006,128.345
Suriname,2006,2438.555
Slovak Republic,2006,38928.872
Slovenia,2006,16230.142
Sweden,2006,49559.505
Swaziland,2006,1015.759
Sint Maarten (Dutch part),2006,
Seychelles,2006,744.401
Syrian Arab Republic,2006,68220.868
Turks and Caicos Islands,2006,143.013
Chad,2006,407.037
Togo,2006,1221.111
Thailand,2006,283987.148
Tajikistan,2006,2420.22
Turkmenistan,2006,43871.988
Timor-Leste,2006,179.683
Tonga,2006,172.349
Trinidad and Tobago,2006,34480.801
Tunisia,2006,23127.769
Turkey,2006,261570.777
Tuvalu,2006,
Tanzania,2006,5379.489
Uganda,2006,2706.246
Ukraine,2006,327796.797
Upper middle income,2006,11876092.5938633
Uruguay,2006,6648.271
United States,2006,5514775.631
Uzbekistan,2006,115345.485
St. Vincent and the Grenadines,2006,201.685
"Venezuela, RB",2006,153595.962
Virgin Islands (U.S.),2006,
Vietnam,2006,83735.945
Vanuatu,2006,47.671
West Bank and Gaza,2006,2266.206
World,2006,30136400.0
Samoa,2006,157.681
"Yemen, Rep.",2006,20791.89
South Africa,2006,405709.546
"Congo, Dem. Rep.",2006,2460.557
Zambia,2006,2284.541
Zimbabwe,2006,10344.607
Aruba,2007,2357.881
Andorra,2007,539.049
Afghanistan,2007,715.065
Angola,2007,25151.953
Albania,2007,4481.074
United Arab Emirates,2007,137981.876
Argentina,2007,183727.701
Armenia,2007,5056.793
American Samoa,2007,
Antigua and Barbuda,2007,436.373
Australia,2007,380814.283
Austria,2007,68807.588
Azerbaijan,2007,42236.506
Burundi,2007,183.35
Belgium,2007,102529.32
Benin,2007,3879.686
Burkina Faso,2007,1646.483
Bangladesh,2007,46930.266
Bulgaria,2007,52812.134
Bahrain,2007,21481.286
"Bahamas, The",2007,2148.862
Bosnia and Herzegovina,2007,28987.635
Belarus,2007,60256.144
Belize,2007,425.372
